id,url,fullText,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,isReply,conversationId,isRetweet,author_userName,author_followers,author_following,author_location
1815421248689594705,https://x.com/arasogranollers/status/1815421248689594705,"la 14a edició del aplega 77.000 assistents, la xifra més alta de la història del . a , seguim posant llum i so a dos dels seus escenaris. a pels 15 anys!!",1,0,3,0,49.0,22/07/2024 16:18,ca,False,1815421248689594705,False,arasogranollers,1195,1792,Granollers
1812910004938416258,https://x.com/ArchivoCovid/status/1812910004938416258,"foto del día: cristina calderer concierto del grupo sopa de cabra en el campo de fútbol camp nou del fc barcelona dentro del marco del festival cruïlla xxs, con todas las medidas de seguridad, distancias y con el aforo limitado. barcelona, 17/07/2020.",0,0,4,0,169.0,15/07/2024 18:00,es,False,1812910004938416258,False,archivocovid,1893,293,Universidad de Alcalá
1812849812527518136,https://x.com/Daniel_spawn/status/1812849812527518136,festival cruïlla 2024: la gran fiesta musical de barcelona nos sacude de nuevo,0,0,1,0,25.0,15/07/2024 14:00,ca,False,1812849812527518136,False,daniel_spawn,555,962,
1812836106779439125,https://x.com/BoscoGlobalONGD/status/1812836106779439125,el 12 i 13 de juliol hem estat amb d'altres entitats a l'espai transforma't del festival cruïlla a . hem generat un espai de reflexió sobre les i al . gràcies,1,0,4,0,202.0,15/07/2024 13:06,ca,False,1812836106779439125,False,boscoglobalongd,2473,692,España
1812786987310702700,https://x.com/PAcaraperro/status/1812786987310702700,cruïlla festival – parc del fórum (barcelona),0,0,1,0,29.0,15/07/2024 09:51,ca,False,1812786987310702700,False,pacaraperro,312,396,
1818209533342240868,https://x.com/AjBegur/status/1818209533342240868,"45a cantada d’havaneres de : tradició i solidaritat al festival ‘cruïlla d’ultramar’! el públic gaudirà un cop més de les actuacions dels grups peix fregit i port bo, a la plaça esteva i cruañas el dissabte 10 d'agost. tots els detalls a:",3,0,3,0,441.0,30/07/2024 08:58,ca,False,1818209533342240868,False,ajbegur,2121,491,"Begur, España"
1817950929305354472,https://x.com/FoscaCinetica/status/1817950929305354472,"ara que ho penso, un juliol prou distret: vida festival (3 dies) mourn festival cruïlla (monòlegs + smashing pumpkins) la model + zombi pujol la nit 5.1 (conca 5.1) (monòlegs + concerts) festival pingüí hirens + delarat + mass islike salt mortal",2,1,13,0,995.0,29/07/2024 15:50,ca,False,1817950929305354472,False,foscacinetica,5757,726,"Lincoln Boulevard, 671"
1817164994397495382,https://x.com/Ultimparadis/status/1817164994397495382,"ahora el mamoneo con las entradas sería épico. lo vemos en todas partes. hasta las carpas vip del festival cruïlla estaban a petar de dirigentes procesistas y de momium, con algún “exiliado” disfrutando de la opresión de la barra libre. van a saco porque la gente calla y les vota",0,1,1,0,23.0,27/07/2024 11:47,es,True,1816948418503196899,False,ultimparadis,391,538,
1816523026923684266,https://x.com/weezevent/status/1816523026923684266,"the last two weekends were epic: weezevent supported 50 events, including the renowned gurtenfestival, dour festival , cruïlla , vieilles charrues , and melt .",0,1,1,0,211.0,25/07/2024 17:16,en,False,1816523026923684266,False,weezevent,2546,591,France
1813411445092364380,https://x.com/MUSICACOPYLEFT/status/1813411445092364380,"el éxito del primer y único festival español alimentado al completo con energía renovable: la plazuela, albert pla, maría escarmiento, la paloma, delaporte y kasabian hicieron vibrar al parc del fòrum en esta última edición del cruïlla.",0,0,1,0,60.0,17/07/2024 03:12,es,False,1813411445092364380,False,musicacopyleft,1335,1017,Spain
1811856137873965410,https://x.com/agenciaacn/status/1811856137873965410,"the kooks rememoren els seus inicis al parc del fòrum en una nova jornada del cruïlla. roger coma, manel vidal, ana polo i marc sarrats donen el tret de sortida a la programació del comèdia.",0,0,1,0,955.0,12/07/2024 20:12,ca,False,1811856137873965410,False,agenciaacn,71210,1157,Catalunya
1811487199247872292,https://x.com/ireneniram/status/1811487199247872292,"art is trash: no ha evolucionado en nada en los últimos trece años, desde que le hice el corto documental. el pájaro está donde todos desearían: en el festival cruïlla, solo con la bici en este recinto feo e inmenso e infernal que es el parc del forum y por más que haga es poco.",0,0,0,0,43.0,11/07/2024 19:46,es,False,1811487199247872292,False,ireneniram,37,42,"Avella, Campania"
1812458803452842368,https://x.com/theusaprint/status/1812458803452842368,"pet shop boys’ mastery lights up cruïlla’s last night | news from catalonia boys they are undoubtedly the kings of the party. for the younger ones, who were also a…",0,0,1,0,82.0,14/07/2024 12:07,en,False,1812458803452842368,False,theusaprint,136,123,United States
1815749752568332387,https://x.com/OxfamIntermon/status/1815749752568332387,"¡así vivimos nuestra presencia en el ! este año nos hemos unido de nuevo al festival cruïlla para llevar nuestro mensaje más lejos. porque el agua es vida, y queremos que fluya hasta",2,0,3,0,831.0,23/07/2024 14:04,es,False,1815749752568332387,False,oxfamintermon,86625,2147,España
1815710629849620919,https://x.com/ajamposta/status/1815710629849620919,"reserva la data | el 5 d'octubre, amposta serà la seu de la gran final del festival cruïlla delta de l'ebre: festa de l'arròs. pel parc dels xiribecs passaran judit neddermann, antònia font i sopa de cabra. +info:",0,0,0,0,185.0,23/07/2024 11:28,ca,False,1815710629849620919,False,ajamposta,3597,366,Catalunya
1815696258796826677,https://x.com/marfanta/status/1815696258796826677,"sopa de cabra, antònia font, judit nedderman i andrea motis, al nou festival cruïlla delta de l’ebre",1,0,3,0,431.0,23/07/2024 10:31,ca,False,1815696258796826677,False,marfanta,9176,3861,"Tortosa (Terres de l'Ebre, Cat"
1814617509405831661,https://x.com/el_pais/status/1814617509405831661,"“actualmente, los conciertos son la actividad que más gente saca de casa, más que el fútbol”, afirma jordi herreruela, director del festival cruïlla; “es la celebración colectiva que tiene mayor impacto”",3,8,27,2,23722.0,20/07/2024 11:05,es,False,1814617509405831661,False,el_pais,8843762,853,Madrid
1813937176377499710,https://x.com/mariskalrock/status/1813937176377499710,"crónica de festival cruïlla 2024 con the smashing pumpkins, avril lavigne o shinova: en el olimpo de los grandes festivales.",1,0,3,1,680.0,18/07/2024 14:01,ca,False,1813937176377499710,False,mariskalrock,44913,2159,Madrid
1813936953034764492,https://x.com/ScrapedSober/status/1813936953034764492,"crónica de festival cruïlla 2024 con the smashing pumpkins, avril lavigne o shinova: en el olimpo de los grandes festivales",0,0,0,0,86.0,18/07/2024 14:00,ca,False,1813936953034764492,False,scrapedsober,1312,1167,Where rock is!
1810954855709630891,https://x.com/ndavant/status/1810954855709630891,"el parc del fòrum torna a acollir, des d'avui, el festival . els nostres equips de col·laboren al seu èxit, des de la planificació i execució dels serveis, que comporta també la recollida selectiva de , logística, prevenció de riscos...",0,0,9,0,155.0,10/07/2024 08:30,ca,False,1810954855709630891,False,ndavant,1701,1756,"Barcelona, Catalunya"
1810728888948941203,https://x.com/elpuntavui/status/1810728888948941203,el cruïlla obre quatre dies de música i comèdia al parc del fòrum,0,0,1,0,1546.0,09/07/2024 17:33,ca,False,1810728888948941203,False,elpuntavui,269805,1299,Catalunya
1809149227651465430,https://x.com/IRSantPau/status/1809149227651465430,visita'ns el divendres 12 i el dissabte 13 de juliol al festival cruïlla al parc del fòrum de barcelona des de l'obertura de portes fins a les 00:00h! ens trobaràs a l’espai transforma't amb altres entitats amb què treballem conjuntament per a la salut de tothom,2,0,4,0,991.0,05/07/2024 08:56,ca,False,1809149227651465430,False,irsantpau,3653,1046,Barcelona
1812522820934434981,https://x.com/auroracabare/status/1812522820934434981,aurora durante o festival cruïlla em barcelona. : christianbertrand_ via instagram.,10,1,99,1,2547.0,14/07/2024 16:21,ca,False,1812522820934434981,False,auroracabare,10331,167,📧 auroracabare@gmail.com
1812469694118384055,https://x.com/sudanellenc/status/1812469694118384055,"la cruïlla festival es fa a barcelona, no?",0,0,1,0,85.0,14/07/2024 12:50,ca,False,1812469694118384055,False,sudanellenc,525,434,
1812440178503336328,https://x.com/PlanetaAmaral/status/1812440178503336328,aquí podéis volver a escuchar el concierto de este viernes de amaral en el festival cruïlla de barcelona audio de la emisión de radio 3. gracias a por la grabación del audio. este material no tiene ningún ánimo de lucro.,4,5,25,0,1529.0,14/07/2024 10:53,es,False,1812440178503336328,False,planetaamaral,951,400,Una pequeña parte del mundo
1812203206006522228,https://x.com/Avril_Blog_Sp/status/1812203206006522228,at the cruilla festival in barcelona,0,0,0,0,120.0,13/07/2024 19:11,en,True,1812203206006522228,False,avril_blog_sp,16,46,Spain
1812196149991743737,https://x.com/Rob_Carsal/status/1812196149991743737,festival cruïlla al fòrum d barcelona. milers d persones necessiten transport públic extra. enlloc d’això l’ajuntament redueix freqüència d bus i tram entre glòries i diagonal fins al mínim. no sé pq psoe i comunsiativa van donar tan pel cul amb el tram x no utilitzar-lo.,0,0,0,0,92.0,13/07/2024 18:43,ca,False,1812196149991743737,False,rob_carsal,577,695,
1812137207479881755,https://x.com/avrillavigne_tw/status/1812137207479881755,"avril lavigne greatest hits tour show 23: july 12nd, 2024 cruïlla festival @ barcelona, spain 詳見臉書：",0,0,3,0,298.0,13/07/2024 14:49,en,False,1812137207479881755,False,avrillavigne_tw,330,68,Taiwan
1812117198858547259,https://x.com/RAYMKIII1/status/1812117198858547259,"how did you see the cruilla festival in barcelona, avril? did it surprise you?",0,0,0,0,203.0,13/07/2024 13:29,en,False,1812117198858547259,False,raymkiii1,1786,5382,
1813925619463561238,https://x.com/auroraxportugal/status/1813925619463561238,: aurora publica em seu feed do instagram foto no festival cruïlla anunciando que estará hoje no festival norueguês ravnedalen. : judit trota.,4,0,30,0,609.0,18/07/2024 13:15,pt,False,1813925619463561238,False,auroraxportugal,1240,120,auroraportugaladm@gmail.com
1813824195538890912,https://x.com/Ultimparadis/status/1813824195538890912,el far de cap de barbaria i el del cap de creus. pijos classistea disfressats de gent d’esquerres per aconseguir els vots dels qui no arriben a final de mes. mentre ells es passegen per les zones vip del festival cruïlla. casta extractiva,0,0,0,0,25.0,18/07/2024 06:32,ca,True,1813817239797112949,False,ultimparadis,391,538,
1813161417354191045,https://x.com/Osqui11351169/status/1813161417354191045,mejor sonido que los conciertos del festival cruïlla,0,0,0,0,95.0,16/07/2024 10:39,es,True,1813154860931453000,False,osqui11351169,110,555,
1811758660470685886,https://x.com/perspectivasur/status/1811758660470685886,maría becerra realizó en barcelona un emotivo homenaje a su tierra con un ¡aguante quilmes! “la nena de argentina” brindó su esperado recital en el festival cruilla en barcelona y aprovechó para recordar sus orígenes en el sur de buenos aires.,0,0,1,0,335.0,12/07/2024 13:45,es,False,1811758660470685886,False,perspectivasur,13603,330,"Quilmes, Argentina"
1811599428899205610,https://x.com/BrunchOfWar/status/1811599428899205610,i want to know what they’re doing that caused them to cancel their appearance at festival cruilla in barcelona today i’m hoping it’s something cool and not some boring reason like travel logistics…,0,1,0,0,250.0,12/07/2024 03:12,en,True,1811591732246769743,False,brunchofwar,119,110,"Southport, England"
1811575799314596072,https://x.com/avriltourupdate/status/1811575799314596072,"the next show is tomorrow in barcelona, spain at the cruilla festival!",1,0,12,1,653.0,12/07/2024 01:38,en,False,1811575799314596072,False,avriltourupdate,738,30,
1811449001864232967,https://x.com/stracha13/status/1811449001864232967,one of the best festivals we've been to was festival cruïlla in barcelona 2 years ago where duran duran were amazing! currently driving to aberdeen for my daughter rebecca to compete in the scottish swimming summer meet. please can you give her a shout out!,0,0,0,0,73.0,11/07/2024 17:14,en,True,1811416406207975676,False,stracha13,0,29,
1811419387896934749,https://x.com/Rebe_detr1nicki/status/1811419387896934749,festival cruilla barcelona 2024,0,1,1,0,249.0,11/07/2024 15:16,es,True,1811419387896934749,False,rebe_detr1nicki,298,1427,Florencio Varela
1813108353092231599,https://x.com/highxtar_/status/1813108353092231599,todo lo que vivimos en el festival cruïlla gracias a,3,2,46,0,530129.0,16/07/2024 07:08,es,False,1813108353092231599,False,highxtar_,3581,500,España
1812891138954576264,https://x.com/MarGarayDiaz/status/1812891138954576264,",the best concert at the cruilla festival . love u . i hope come to spain soon.",1,0,3,0,342.0,15/07/2024 16:45,en,False,1812891138954576264,False,margaraydiaz,575,1843,Almería🏜️🏖️
1812790661088706784,https://x.com/SarAusten/status/1812790661088706784,"vale, mi momento caótico favorito de aurora en el festival cruïlla de este año ha sido:",2,0,10,1,414.0,15/07/2024 10:05,es,False,1812790661088706784,False,sarausten,1923,393,España
1812777046830907641,https://x.com/paumeler/status/1812777046830907641,"com amb l'11-s, tots recordarem on érem quan vam saber de l'intent d'assassinat de donald trump. jo estava al cruïlla. enmig del festival, vaig llegir la notícia i vaig pensar: ""que fort, quasi maten a donald trump. ara que no hi ha cua, vaig a demanar-me un altre roncola""",0,3,25,0,1095.0,15/07/2024 09:11,ca,False,1812777046830907641,False,paumeler,1417,1423,"Barcelona, Espanya"
1812768302113894866,https://x.com/DaneelSeldon/status/1812768302113894866,"al festival cruïlla, un dia abans, n'hi havia molta més gent amb tot de grups catalans. i pagant, no com aquests.",0,0,0,0,30.0,15/07/2024 08:36,ca,True,1812696573622567124,False,daneelseldon,49,128,Catalunya
1812603685375012917,https://x.com/Ultimparadis/status/1812603685375012917,"ellos marcan el relato y lo que se puede o no celebrar. es su terruño y se hace lo que los señoritos quieran. ayer todos en las zonas vip del festival cruilla, son casta. a pastar fang",1,1,4,0,83.0,14/07/2024 21:42,es,True,1812598728491950295,False,ultimparadis,391,538,
1812569039329522034,https://x.com/IdelArcoPRO/status/1812569039329522034,"el festival cruïlla, gràcies a endesa, utilitza exclusivament alimentació elèctrica de fonts renovables provinents de la xarxa del recinte del fòrum, eliminant l’utilització de generadors de gasoil.",0,0,1,0,40.0,14/07/2024 19:25,ca,True,1811624083760583168,False,idelarcopro,56,85,"Barcelona, Cataluña"
1811383610651324481,https://x.com/yuuonshi/status/1811383610651324481,"yesterday cruilla festival in barcelona and today d4vd concert in paris, tomorrow i might go and see stray kids back in italy. i'm tired as hell, but it is fun.",0,0,1,0,52.0,11/07/2024 12:54,en,False,1811383610651324481,False,yuuonshi,31,1308,in my dreams
1811273440910787046,https://x.com/manuelapromo/status/1811273440910787046,amazing show! maria becerra breaks the stage of the cruïlla festival in barcelona!,0,0,5,0,2127.0,11/07/2024 05:36,en,False,1811273440910787046,False,manuelapromo,1208,16,Paris
1811249244440780908,https://x.com/MBecerraTour/status/1811249244440780908,"maria becerra presentando “automático” en vivo durante su show en el festival cruilla en barcelona, españa",4,0,48,0,745.0,11/07/2024 04:00,es,False,1811249244440780908,False,mbecerratour,1348,157,
1811248569241764225,https://x.com/MBecerraTour/status/1811248569241764225,"maria becerra presentando “miénteme” en vivo durante su show en el festival cruilla en barcelona, españa",4,0,52,0,659.0,11/07/2024 03:58,es,False,1811248569241764225,False,mbecerratour,1348,157,
1811248051173954041,https://x.com/MBecerraTour/status/1811248051173954041,"maria becerra presentando “la nena de argentina” en vivo durante su show en el festival cruilla en barcelona, españa",3,0,19,0,381.0,11/07/2024 03:56,es,False,1811248051173954041,False,mbecerratour,1348,157,
1811242971443986482,https://x.com/MBecerraTour/status/1811242971443986482,"maria becerra presentando “adiós” en vivo durante su show en el festival cruilla en barcelona, españa",7,0,32,0,710.0,11/07/2024 03:35,es,False,1811242971443986482,False,mbecerratour,1348,157,
1811242623153095094,https://x.com/MBecerraTour/status/1811242623153095094,"maria becerra presentando “el amor de mi vida” en vivo durante su show en el festival cruilla en barcelona, españa",6,0,49,0,731.0,11/07/2024 03:34,es,False,1811242623153095094,False,mbecerratour,1348,157,
1811194491123941682,https://x.com/MBecerraTour/status/1811194491123941682,"maria becerra presentando “automático” en vivo durante su show en el festival cruilla en barcelona, españa",7,0,19,0,372.0,11/07/2024 00:23,es,False,1811194491123941682,False,mbecerratour,1348,157,
1811194184658784429,https://x.com/MBecerraTour/status/1811194184658784429,"maria becerra presentando “iman (two of us)” en vivo durante su show en el festival cruilla en barcelona, españa",16,0,79,0,1259.0,11/07/2024 00:21,es,False,1811194184658784429,False,mbecerratour,1348,157,
1811193785931751485,https://x.com/MBecerraTour/status/1811193785931751485,"maria becerra presentando “desafiando el destino” en vivo durante el festival cruilla en barcelona, españa",13,0,68,1,855.0,11/07/2024 00:20,es,False,1811193785931751485,False,mbecerratour,1348,157,
1811193596260888791,https://x.com/MBecerraTour/status/1811193596260888791,"maria becerra presentando “cuando te vi” en vivo junto a trueno en el festival cruilla en barcelona, españa",4,0,41,1,1111.0,11/07/2024 00:19,es,False,1811193596260888791,False,mbecerratour,1348,157,
1811177199585657009,https://x.com/MBComunidad/status/1811177199585657009,maria becerra y trueno en el festival cruilla en barcelona.,60,5,855,7,13338.0,10/07/2024 23:14,es,False,1811177199585657009,False,mbcomunidad,20177,234,¡Nos sigue!
1811158807168389462,https://x.com/MBComunidad/status/1811158807168389462,maria becerra y trueno cantan por primera vez en vivo “cuando te vi” en el festival cruilla en barcelona.,42,0,343,7,6540.0,10/07/2024 22:01,es,False,1811158807168389462,False,mbcomunidad,20177,234,¡Nos sigue!
1812490624785887379,https://x.com/YOL76/status/1812490624785887379,"800 kms en moto. 2 días de festival música, cerveza, risas y tres maravillosas personas a las que he tenido el placer de conocer. y solo puedo decir: gracias... ¡salud!",0,25,109,0,1421.0,14/07/2024 14:13,es,False,1812490624785887379,False,yol76,5220,2768,NIseSABE
1812462045599527236,https://x.com/nebonetbagant/status/1812462045599527236,el festival cruïlla tanca la seva edició més exitosa amb 77.000 assistents,0,0,0,0,155.0,14/07/2024 12:20,ca,False,1812462045599527236,False,nebonetbagant,7230,3368,Barcelona
1812437324245946729,https://x.com/V3r0N1CA___/status/1812437324245946729,del cruïlla festival best expirience ever conciertazo de avril lavigne,1,0,13,0,605.0,14/07/2024 10:41,ca,False,1812437324245946729,False,v3r0n1ca___,693,269,"Barcelona, España"
1812416566991982960,https://x.com/picrics/status/1812416566991982960,"acaba el festival cruïlla... ... a veure si ara comença el festival ""ho tens cru, illa""",28,3,145,0,2868.0,14/07/2024 09:19,ca,False,1812416566991982960,False,picrics,2809,229,
1812383721732927997,https://x.com/agenciaacn/status/1812383721732927997,"fotos | el pop electrònic dels pet shop boys i l'estil únic de rock alternatiu de the smashing pumpkins han enlluernat els assistents del cruïlla durant l'última jornada del festival, la més multitudinària. els dos grans caps de cartell internacionals han actuat davant d'un",1,0,5,0,2414.0,14/07/2024 07:08,ca,False,1812383721732927997,False,agenciaacn,71210,1157,Catalunya
1811140530233036998,https://x.com/Mari_Shiny/status/1811140530233036998,en el festival cruïlla de barcelona,0,0,1,0,47.0,10/07/2024 20:48,ca,True,1811140530233036998,False,mari_shiny,203,1247,"Barcelona, Cataluña"
1811054387009060964,https://x.com/MBecerraTour/status/1811054387009060964,"nueva foto de maria becerra en la prueba de sonido para su show en el festival cruilla en barcelona, españa 22:15 (esp) / 17:15 (ar)",3,0,11,0,364.0,10/07/2024 15:06,es,False,1811054387009060964,False,mbecerratour,1348,157,
1810957031324491810,https://x.com/Moncloa_com/status/1810957031324491810,"festival cruïlla de barcelona, un evento lleno de conciertos y humor",0,0,1,0,95.0,10/07/2024 08:39,ca,False,1810957031324491810,False,moncloa_com,10358,698,"Madrid, Comunidad de Madrid"
1810896198145859823,https://x.com/MBecerraTour/status/1810896198145859823,"hoy, 10 de julio, maria becerra estará presentando el “tour24” en el festival cruilla de barcelona, españa",4,1,20,0,517.0,10/07/2024 04:37,es,False,1810896198145859823,False,mbecerratour,1348,157,
1810700182050476269,https://x.com/BecerraNotice/status/1810700182050476269,"maria becerra y trueno presentarán por primera vez juntos, su reciente colaboración ""cuando te vi"", en el festival cruilla, barcelona.",29,1,221,1,4852.0,09/07/2024 15:38,es,False,1810700182050476269,False,becerranotice,644,21,
1810678643678388651,https://x.com/PlanetaAmaral/status/1810678643678388651,"radio 3 emitirá varios de los conciertos del festival cruïlla, de barcelona. esperamos que incluyan el de amaral",3,1,7,1,463.0,09/07/2024 14:13,es,False,1810678643678388651,False,planetaamaral,951,400,Una pequeña parte del mundo
1810642156127764968,https://x.com/laciutatbcln/status/1810642156127764968,festival cruïlla 2024: tot el que has de saber l’edició d’enguany començarà demà 10 de juliol i s’allargarà fins dissabte dia 13 pablo domènech,0,0,1,0,39.0,09/07/2024 11:48,ca,False,1810642156127764968,False,laciutatbcln,560,320,Barcelona
1810636644426359013,https://x.com/AgendaCultura/status/1810636644426359013,"a l'estiu de barcelona, a l'aire lliure i davant del mar el festival cruïlla aplega propostes musicals, artístiques i de comèdia del 10 al 13 de juliol de 2024",0,0,1,0,267.0,09/07/2024 11:26,ca,False,1810636644426359013,False,agendacultura,43919,5436,Catalunya
1812370361402470528,https://x.com/agenciaacn/status/1812370361402470528,el pop electrònic de pet shop boys i el rock alternatiu de the smashing pumpkins enlluernen l'última nit del cruïlla. el festival clou amb el 'deliri' d'oques grasses i el dance de !!! chk chk chk després de quatre dies de música.,0,0,0,0,1138.0,14/07/2024 06:15,ca,False,1812370361402470528,False,agenciaacn,71210,1157,Catalunya
1812289525462237698,https://x.com/Arturo_SisoSosa/status/1812289525462237698,"así es cómo endesa crea el único festival de música de españa 100% electrificado gracias a unas baterías. el cruïlla 2024, que se ha celebrado del ...",0,0,0,0,64.0,14/07/2024 00:54,es,False,1812289525462237698,False,arturo_sisososa,36,21,"Caracas, Venezuela"
